     tim; pos; vol; res; sPs; tur; rat; amp; pow; eAd; eDm; eFl; sNw; sKh; 
  105.77; 3; 740; 0.731; 31.071; 67.583; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16173440.336; 31.074; 111.866; 
  105.80; 3; 740; 0.731; 31.074; 67.59; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16176307.178; 31.077; 111.877; 
  105.83; 3; 740; 0.731; 31.077; 67.596; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16179174.02; 31.079; 111.884; 
  105.87; 3; 740; 0.731; 31.079; 67.6; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16182040.862; 31.082; 111.895; 
  105.90; 3; 740; 0.731; 31.082; 67.607; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16184907.704; 31.085; 111.906; 
  105.93; 3; 740; 0.731; 31.085; 67.614; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16187774.546; 31.088; 111.917; 
  105.97; 3; 740; 0.731; 31.088; 67.62; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16190641.388; 31.09; 111.924; 
  106.00; 3; 740; 0.731; 31.09; 67.624; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16193508.23; 31.093; 111.935; 
  106.03; 3; 740; 0.731; 31.093; 67.631; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16196375.072; 31.096; 111.946; 
  106.07; 3; 740; 0.731; 31.096; 67.637; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16199241.914; 31.099; 111.956; 
  106.10; 3; 740; 0.731; 31.099; 67.644; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16202108.756; 31.101; 111.964; 
  106.13; 3; 740; 0.731; 31.101; 67.648; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16204975.598; 31.104; 111.974; 
  106.17; 3; 740; 0.731; 31.104; 67.655; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16207842.44; 31.107; 111.985; 
  106.20; 3; 740; 0.731; 31.107; 67.661; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16210709.282; 31.11; 111.996; 
  106.23; 3; 740; 0.731; 31.11; 67.668; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16213576.124; 31.112; 112.003; 
  106.27; 3; 740; 0.731; 31.112; 67.672; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16216442.966; 31.115; 112.014; 
  106.30; 3; 740; 0.731; 31.115; 67.679; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16219309.808; 31.118; 112.025; 
  106.33; 3; 740; 0.731; 31.118; 67.685; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16222176.65; 31.121; 112.036; 
  106.37; 3; 740; 0.731; 31.121; 67.692; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16225043.492; 31.123; 112.043; 
  106.40; 3; 740; 0.731; 31.123; 67.696; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16227910.334; 31.126; 112.054; 
  106.43; 3; 740; 0.731; 31.126; 67.703; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16230777.176; 31.129; 112.064; 
  106.47; 3; 740; 0.731; 31.129; 67.709; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16233644.018; 31.132; 112.075; 
  106.50; 3; 740; 0.731; 31.132; 67.716; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16236510.86; 31.134; 112.082; 
  106.53; 3; 740; 0.731; 31.134; 67.72; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16239377.702; 31.137; 112.093; 
  106.57; 3; 740; 0.731; 31.137; 67.727; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16242244.544; 31.14; 112.104; 
  106.60; 3; 740; 0.731; 31.14; 67.733; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16245111.386; 31.143; 112.115; 
  106.63; 3; 740; 0.731; 31.143; 67.74; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16247978.228; 31.145; 112.122; 
  106.67; 3; 740; 0.731; 31.145; 67.744; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16250845.07; 31.148; 112.133; 
  106.70; 3; 740; 0.731; 31.148; 67.751; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16253711.912; 31.151; 112.144; 
  106.73; 3; 740; 0.731; 31.151; 67.757; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16256578.754; 31.154; 112.154; 
  106.77; 3; 740; 0.731; 31.154; 67.764; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16259445.596; 31.156; 112.162; 
  106.80; 3; 740; 0.731; 31.156; 67.768; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16262312.438; 31.159; 112.172; 
  106.83; 3; 740; 0.731; 31.159; 67.774; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16265179.28; 31.162; 112.183; 
  106.87; 3; 740; 0.731; 31.162; 67.781; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16268046.122; 31.165; 112.194; 
  106.90; 3; 740; 0.731; 31.165; 67.788; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16270912.964; 31.167; 112.201; 
  106.93; 3; 740; 0.731; 31.167; 67.792; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16273779.806; 31.17; 112.212; 
  106.97; 3; 740; 0.731; 31.17; 67.798; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16276646.648; 31.173; 112.223; 
  107.00; 3; 740; 0.731; 31.173; 67.805; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16279513.49; 31.175; 112.23; 
  107.03; 3; 740; 0.731; 31.175; 67.809; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16282380.332; 31.178; 112.241; 
  107.07; 3; 740; 0.731; 31.178; 67.816; 0.129; 130.59; 96635.12; 86005.257; 0.0; 16285247.174; 31.181; 112.252; 
  107.10; 3; 740; 0.731; 31.181; 67.822; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16288091.799; 31.184; 112.262; 
  107.13; 3; 740; 0.731; 31.184; 67.829; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16290936.424; 31.186; 112.27; 
  107.17; 3; 740; 0.731; 31.186; 67.833; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16293781.049; 31.189; 112.28; 
  107.20; 3; 740; 0.731; 31.189; 67.84; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16296625.674; 31.192; 112.291; 
  107.23; 3; 740; 0.731; 31.192; 67.846; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16299470.299; 31.195; 112.302; 
  107.27; 3; 740; 0.731; 31.195; 67.853; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16302314.924; 31.197; 112.309; 
  107.30; 3; 740; 0.731; 31.197; 67.857; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16305159.549; 31.2; 112.32; 
  107.33; 3; 740; 0.731; 31.2; 67.864; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16308004.174; 31.203; 112.331; 
  107.37; 3; 740; 0.731; 31.203; 67.87; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16310848.799; 31.205; 112.338; 
  107.40; 3; 740; 0.731; 31.205; 67.875; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16313693.424; 31.208; 112.349; 
  107.43; 3; 740; 0.731; 31.208; 67.881; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16316538.049; 31.211; 112.36; 
  107.47; 3; 740; 0.731; 31.211; 67.888; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16319382.674; 31.214; 112.37; 
  107.50; 3; 740; 0.731; 31.214; 67.894; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16322227.299; 31.216; 112.378; 
  107.53; 3; 740; 0.731; 31.216; 67.898; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16325071.924; 31.219; 112.388; 
  107.57; 3; 740; 0.731; 31.219; 67.905; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16327916.549; 31.222; 112.399; 
  107.60; 3; 740; 0.731; 31.222; 67.912; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16330761.174; 31.225; 112.41; 
  107.63; 3; 740; 0.731; 31.225; 67.918; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16333605.799; 31.227; 112.417; 
  107.67; 3; 740; 0.731; 31.227; 67.922; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16336450.424; 31.23; 112.428; 
  107.70; 3; 740; 0.731; 31.23; 67.929; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16339295.049; 31.233; 112.439; 
  107.73; 3; 740; 0.731; 31.233; 67.935; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16342139.674; 31.235; 112.446; 
  107.77; 3; 740; 0.731; 31.235; 67.94; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16344984.299; 31.238; 112.457; 
  107.80; 3; 740; 0.731; 31.238; 67.946; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16347828.924; 31.241; 112.468; 
  107.83; 3; 740; 0.731; 31.241; 67.953; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16350673.549; 31.244; 112.478; 
  107.87; 3; 740; 0.731; 31.244; 67.959; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16353518.174; 31.246; 112.486; 
  107.90; 3; 740; 0.731; 31.246; 67.964; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16356362.799; 31.249; 112.496; 
  107.93; 3; 740; 0.731; 31.249; 67.97; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16359207.424; 31.252; 112.507; 
  107.97; 3; 740; 0.731; 31.252; 67.977; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16362052.049; 31.254; 112.514; 
  108.00; 3; 740; 0.731; 31.254; 67.981; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16364896.674; 31.257; 112.525; 
  108.03; 3; 740; 0.731; 31.257; 67.988; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16367741.299; 31.26; 112.536; 
  108.07; 3; 740; 0.731; 31.26; 67.994; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16370585.924; 31.263; 112.547; 
  108.10; 3; 740; 0.731; 31.263; 68.001; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16373430.549; 31.265; 112.554; 
  108.13; 3; 740; 0.731; 31.265; 68.005; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16376275.174; 31.268; 112.565; 
  108.17; 3; 740; 0.731; 31.268; 68.012; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16379119.799; 31.271; 112.576; 
  108.20; 3; 740; 0.731; 31.271; 68.018; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16381964.424; 31.273; 112.583; 
  108.23; 3; 740; 0.731; 31.273; 68.022; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16384809.049; 31.276; 112.594; 
  108.27; 3; 740; 0.731; 31.276; 68.029; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16387653.674; 31.279; 112.604; 
  108.30; 3; 740; 0.731; 31.279; 68.036; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16390498.299; 31.282; 112.615; 
  108.33; 3; 740; 0.731; 31.282; 68.042; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16393342.924; 31.284; 112.622; 
  108.37; 3; 740; 0.731; 31.284; 68.046; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16396187.549; 31.287; 112.633; 
  108.40; 3; 740; 0.731; 31.287; 68.053; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16399032.174; 31.29; 112.644; 
  108.43; 3; 740; 0.731; 31.29; 68.059; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16401876.799; 31.292; 112.651; 
  108.47; 3; 740; 0.731; 31.292; 68.064; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16404721.424; 31.295; 112.662; 
  108.50; 3; 740; 0.731; 31.295; 68.07; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16407566.049; 31.298; 112.673; 
  108.53; 3; 740; 0.731; 31.298; 68.077; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16410410.674; 31.301; 112.684; 
  108.57; 3; 740; 0.731; 31.301; 68.083; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16413255.299; 31.303; 112.691; 
  108.60; 3; 740; 0.731; 31.303; 68.088; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16416099.924; 31.306; 112.702; 
  108.63; 3; 740; 0.731; 31.306; 68.094; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16418944.549; 31.309; 112.712; 
  108.67; 3; 740; 0.731; 31.309; 68.101; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16421789.174; 31.311; 112.72; 
  108.70; 3; 740; 0.731; 31.311; 68.105; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16424633.799; 31.314; 112.73; 
  108.73; 3; 740; 0.731; 31.314; 68.112; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16427478.424; 31.317; 112.741; 
  108.77; 3; 740; 0.731; 31.317; 68.118; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16430323.049; 31.32; 112.752; 
  108.80; 3; 740; 0.731; 31.32; 68.125; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16433167.674; 31.322; 112.759; 
  108.83; 3; 740; 0.731; 31.322; 68.129; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16436012.299; 31.325; 112.77; 
  108.87; 3; 740; 0.731; 31.325; 68.136; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16438856.924; 31.328; 112.781; 
  108.90; 3; 740; 0.731; 31.328; 68.142; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16441701.549; 31.33; 112.788; 
  108.93; 3; 740; 0.731; 31.33; 68.146; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16444546.174; 31.333; 112.799; 
  108.97; 3; 740; 0.731; 31.333; 68.153; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16447390.799; 31.336; 112.81; 
  109.00; 3; 740; 0.731; 31.336; 68.159; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16450235.424; 31.339; 112.82; 
  109.03; 3; 740; 0.731; 31.339; 68.166; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16453080.049; 31.341; 112.828; 
  109.07; 3; 740; 0.731; 31.341; 68.17; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16455924.674; 31.344; 112.838; 
  109.10; 3; 740; 0.731; 31.344; 68.177; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16458769.299; 31.347; 112.849; 
  109.13; 3; 740; 0.731; 31.347; 68.183; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16461613.924; 31.349; 112.856; 
  109.17; 3; 740; 0.731; 31.349; 68.188; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16464458.549; 31.352; 112.867; 
  109.20; 3; 740; 0.731; 31.352; 68.194; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16467303.174; 31.355; 112.878; 
  109.23; 3; 740; 0.731; 31.355; 68.201; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16470147.799; 31.357; 112.885; 
  109.27; 3; 740; 0.731; 31.357; 68.205; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16472992.424; 31.36; 112.896; 
  109.30; 3; 740; 0.731; 31.36; 68.212; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16475837.049; 31.363; 112.907; 
  109.33; 3; 740; 0.731; 31.363; 68.218; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16478681.674; 31.366; 112.918; 
  109.37; 3; 740; 0.731; 31.366; 68.225; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16481526.299; 31.368; 112.925; 
  109.40; 3; 740; 0.731; 31.368; 68.229; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16484370.924; 31.371; 112.936; 
  109.43; 3; 740; 0.731; 31.371; 68.236; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16487215.549; 31.374; 112.946; 
  109.47; 3; 740; 0.731; 31.374; 68.242; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16490060.174; 31.376; 112.954; 
  109.50; 3; 740; 0.731; 31.376; 68.246; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16492904.799; 31.379; 112.964; 
  109.53; 3; 740; 0.731; 31.379; 68.253; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16495749.424; 31.382; 112.975; 
  109.57; 3; 740; 0.731; 31.382; 68.26; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16498594.049; 31.385; 112.986; 
  109.60; 3; 740; 0.731; 31.385; 68.266; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16501438.674; 31.387; 112.993; 
  109.63; 3; 740; 0.731; 31.387; 68.27; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16504283.299; 31.39; 113.004; 
  109.67; 3; 740; 0.731; 31.39; 68.277; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16507127.924; 31.393; 113.015; 
  109.70; 3; 740; 0.731; 31.393; 68.283; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16509972.549; 31.395; 113.022; 
  109.73; 3; 740; 0.731; 31.395; 68.288; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16512817.174; 31.398; 113.033; 
  109.77; 3; 740; 0.731; 31.398; 68.294; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16515661.799; 31.401; 113.044; 
  109.80; 3; 740; 0.731; 31.401; 68.301; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16518506.424; 31.403; 113.051; 
  109.83; 3; 740; 0.731; 31.403; 68.305; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16521351.049; 31.406; 113.062; 
  109.87; 3; 740; 0.731; 31.406; 68.312; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16524195.674; 31.409; 113.072; 
  109.90; 3; 740; 0.731; 31.409; 68.318; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16527040.299; 31.412; 113.083; 
  109.93; 3; 740; 0.731; 31.412; 68.325; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16529884.924; 31.414; 113.09; 
  109.97; 3; 740; 0.731; 31.414; 68.329; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16532729.549; 31.417; 113.101; 
  110.00; 3; 740; 0.731; 31.417; 68.336; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16535574.174; 31.42; 113.112; 
  110.03; 3; 740; 0.731; 31.42; 68.342; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16538418.799; 31.422; 113.119; 
  110.07; 3; 740; 0.731; 31.422; 68.347; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16541263.424; 31.425; 113.13; 
  110.10; 3; 740; 0.731; 31.425; 68.353; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16544108.049; 31.428; 113.141; 
  110.13; 3; 740; 0.731; 31.428; 68.36; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16546952.674; 31.431; 113.152; 
  110.17; 3; 740; 0.731; 31.431; 68.366; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16549797.299; 31.433; 113.159; 
  110.20; 3; 740; 0.731; 31.433; 68.37; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16552641.924; 31.436; 113.17; 
  110.23; 3; 740; 0.731; 31.436; 68.377; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16555486.549; 31.439; 113.18; 
  110.27; 3; 740; 0.731; 31.439; 68.384; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16558331.174; 31.441; 113.188; 
  110.30; 3; 740; 0.731; 31.441; 68.388; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16561175.799; 31.444; 113.198; 
  110.33; 3; 740; 0.731; 31.444; 68.394; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16564020.424; 31.447; 113.209; 
  110.37; 3; 740; 0.731; 31.447; 68.401; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16566865.049; 31.449; 113.216; 
  110.40; 3; 740; 0.731; 31.449; 68.405; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16569709.674; 31.452; 113.227; 
  110.43; 3; 740; 0.731; 31.452; 68.412; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16572554.299; 31.455; 113.238; 
  110.47; 3; 740; 0.731; 31.455; 68.418; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16575398.924; 31.458; 113.249; 
  110.50; 3; 740; 0.731; 31.458; 68.425; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16578243.549; 31.46; 113.256; 
  110.53; 3; 740; 0.731; 31.46; 68.429; 0.128; 129.58; 95886.24; 85338.754; 0.0; 16581088.174; 31.463; 113.267; 
  110.57; 3; 740; 0.731; 31.463; 68.436; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16583910.582; 31.466; 113.278; 
  110.60; 3; 740; 0.731; 31.466; 68.442; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16586732.99; 31.468; 113.285; 
  110.63; 3; 740; 0.731; 31.468; 68.447; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16589555.398; 31.471; 113.296; 
  110.67; 3; 740; 0.731; 31.471; 68.453; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16592377.806; 31.474; 113.306; 
  110.70; 3; 740; 0.731; 31.474; 68.46; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16595200.214; 31.476; 113.314; 
  110.73; 3; 740; 0.731; 31.476; 68.464; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16598022.622; 31.479; 113.324; 
  110.77; 3; 740; 0.731; 31.479; 68.471; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16600845.03; 31.482; 113.335; 
  110.80; 3; 740; 0.731; 31.482; 68.477; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16603667.438; 31.484; 113.342; 
  110.83; 3; 740; 0.731; 31.484; 68.481; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16606489.846; 31.487; 113.353; 
  110.87; 3; 740; 0.731; 31.487; 68.488; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16609312.254; 31.49; 113.364; 
  110.90; 3; 740; 0.731; 31.49; 68.494; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16612134.662; 31.492; 113.371; 
  110.93; 3; 740; 0.731; 31.492; 68.499; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16614957.07; 31.495; 113.382; 
  110.97; 3; 740; 0.731; 31.495; 68.505; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16617779.478; 31.498; 113.393; 
  111.00; 3; 740; 0.731; 31.498; 68.512; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16620601.886; 31.5; 113.4; 
  111.03; 3; 740; 0.731; 31.5; 68.516; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16623424.294; 31.503; 113.411; 
  111.07; 3; 740; 0.731; 31.503; 68.523; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16626246.702; 31.506; 113.422; 
  111.10; 3; 740; 0.731; 31.506; 68.529; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16629069.11; 31.508; 113.429; 
  111.13; 3; 740; 0.731; 31.508; 68.534; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16631891.518; 31.511; 113.44; 
  111.17; 3; 740; 0.731; 31.511; 68.54; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16634713.926; 31.514; 113.45; 
  111.20; 3; 740; 0.731; 31.514; 68.547; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16637536.334; 31.516; 113.458; 
  111.23; 3; 740; 0.731; 31.516; 68.551; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16640358.742; 31.519; 113.468; 
  111.27; 3; 740; 0.731; 31.519; 68.558; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16643181.15; 31.522; 113.479; 
  111.30; 3; 740; 0.731; 31.522; 68.564; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16646003.558; 31.524; 113.486; 
  111.33; 3; 740; 0.731; 31.524; 68.568; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16648825.966; 31.527; 113.497; 
  111.37; 3; 740; 0.731; 31.527; 68.575; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16651648.374; 31.53; 113.508; 
  111.40; 3; 740; 0.731; 31.53; 68.581; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16654470.782; 31.532; 113.515; 
  111.43; 3; 740; 0.731; 31.532; 68.586; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16657293.19; 31.535; 113.526; 
  111.47; 3; 740; 0.731; 31.535; 68.592; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16660115.598; 31.538; 113.537; 
  111.50; 3; 740; 0.731; 31.538; 68.599; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16662938.006; 31.54; 113.544; 
  111.53; 3; 740; 0.731; 31.54; 68.603; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16665760.414; 31.543; 113.555; 
  111.57; 3; 740; 0.731; 31.543; 68.61; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16668582.822; 31.546; 113.566; 
  111.60; 3; 740; 0.731; 31.546; 68.616; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16671405.23; 31.548; 113.573; 
  111.63; 3; 740; 0.731; 31.548; 68.621; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16674227.638; 31.551; 113.584; 
  111.67; 3; 740; 0.731; 31.551; 68.627; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16677050.046; 31.554; 113.594; 
  111.70; 3; 740; 0.731; 31.554; 68.634; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16679872.454; 31.557; 113.605; 
  111.73; 3; 740; 0.731; 31.557; 68.64; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16682694.862; 31.559; 113.612; 
  111.77; 3; 740; 0.731; 31.559; 68.645; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16685517.27; 31.562; 113.623; 
  111.80; 3; 740; 0.731; 31.562; 68.651; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16688339.678; 31.565; 113.634; 
  111.83; 3; 740; 0.731; 31.565; 68.658; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16691162.086; 31.567; 113.641; 
  111.87; 3; 740; 0.731; 31.567; 68.662; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16693984.494; 31.57; 113.652; 
  111.90; 3; 740; 0.731; 31.57; 68.668; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16696806.902; 31.573; 113.663; 
  111.93; 3; 740; 0.731; 31.573; 68.675; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16699629.31; 31.575; 113.67; 
  111.97; 3; 740; 0.731; 31.575; 68.679; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16702451.718; 31.578; 113.681; 
  112.00; 3; 740; 0.731; 31.578; 68.686; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16705274.126; 31.581; 113.692; 
  112.03; 3; 740; 0.731; 31.581; 68.692; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16708096.534; 31.583; 113.699; 
  112.07; 3; 740; 0.731; 31.583; 68.697; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16710918.942; 31.586; 113.71; 
  112.10; 3; 740; 0.731; 31.586; 68.703; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16713741.35; 31.589; 113.72; 
  112.13; 3; 740; 0.731; 31.589; 68.71; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16716563.758; 31.591; 113.728; 
  112.17; 3; 740; 0.731; 31.591; 68.714; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16719386.166; 31.594; 113.738; 
