     tim; pos; vol; res; sPs; tur; rat; amp; pow; eAd; eDm; eFl; sNw; sKh; 
   12.90; 4; 740; 0.28; 18.939; 41.195; 0.195; 515.36; 381364.18; 339414.12; 0.0; 6019177.516; 18.957; 68.245; 
   12.93; 4; 740; 0.28; 18.957; 41.234; 0.195; 515.36; 381364.18; 339414.12; 0.0; 6030491.32; 18.974; 68.306; 
   12.97; 4; 740; 0.28; 18.974; 41.271; 0.195; 515.36; 381364.18; 339414.12; 0.0; 6041805.124; 18.992; 68.371; 
   13.00; 4; 740; 0.28; 18.992; 41.31; 0.195; 515.36; 381364.18; 339414.12; 0.0; 6053118.928; 19.01; 68.436; 
   13.03; 4; 740; 0.28; 19.01; 41.349; 0.195; 515.36; 381364.18; 339414.12; 0.0; 6064432.732; 19.028; 68.501; 
   13.07; 4; 740; 0.28; 19.028; 41.388; 0.195; 515.36; 381364.18; 339414.12; 0.0; 6075746.536; 19.046; 68.566; 
   13.10; 4; 740; 0.28; 19.046; 41.427; 0.194; 512.71; 379408.36; 337673.44; 0.0; 6087002.317; 19.063; 68.627; 
   13.13; 4; 740; 0.28; 19.063; 41.464; 0.194; 512.71; 379408.36; 337673.44; 0.0; 6098258.098; 19.081; 68.692; 
   13.17; 4; 740; 0.28; 19.081; 41.503; 0.194; 512.71; 379408.36; 337673.44; 0.0; 6109513.879; 19.098; 68.753; 
   13.20; 4; 740; 0.28; 19.098; 41.54; 0.194; 512.71; 379408.36; 337673.44; 0.0; 6120769.66; 19.116; 68.818; 
   13.23; 4; 740; 0.28; 19.116; 41.58; 0.194; 512.71; 379408.36; 337673.44; 0.0; 6132025.441; 19.134; 68.882; 
   13.27; 4; 740; 0.28; 19.134; 41.619; 0.194; 512.71; 379408.36; 337673.44; 0.0; 6143281.222; 19.151; 68.944; 
   13.30; 4; 740; 0.28; 19.151; 41.656; 0.194; 512.71; 379408.36; 337673.44; 0.0; 6154537.003; 19.169; 69.008; 
   13.33; 4; 740; 0.28; 19.169; 41.695; 0.193; 510.07; 377452.54; 335932.761; 0.0; 6165734.762; 19.186; 69.07; 
   13.37; 4; 740; 0.28; 19.186; 41.732; 0.193; 510.07; 377452.54; 335932.761; 0.0; 6176932.521; 19.203; 69.131; 
   13.40; 4; 740; 0.28; 19.203; 41.769; 0.193; 510.07; 377452.54; 335932.761; 0.0; 6188130.28; 19.221; 69.196; 
   13.43; 4; 740; 0.28; 19.221; 41.808; 0.193; 510.07; 377452.54; 335932.761; 0.0; 6199328.039; 19.238; 69.257; 
   13.47; 4; 740; 0.28; 19.238; 41.845; 0.193; 510.07; 377452.54; 335932.761; 0.0; 6210525.798; 19.256; 69.322; 
